1stFlrSF,3SsnPorch,BldgType,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFullBath,BsmtHalfBath,BsmtQual,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,HeatingQC,HouseStyle,KitchenQual,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,MasVnrArea,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Sale Price
977,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,1,2,6,476,2,0,5,1,1985.0,1732,1,4,5,2,0,9206,4,77.0,3,214,0,5,20,46,4,6,2,0,1,1,4,0,1,7,741,192,1985,1985,4,12.08954444723597
1535,0,2,4,0,0,4,0,0,3,1,2,2,0,0,3,0,3,2,6,410,2,3,5,1,1979.0,1535,0,4,2,3,0,7018,4,64.0,3,0,0,5,20,0,4,5,2,0,1,1,2,0,1,8,0,0,1979,1979,3,11.68658461118553
1226,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,740,3,2,5,1,2009.0,1226,0,0,2,2,0,10402,0,94.0,0,0,0,4,5,36,4,7,2,0,1,1,4,0,1,6,1226,0,2009,2009,4,12.200562492481511
1226,0,0,3,224,0,3,0,0,4,1,2,2,0,0,5,2,2,1,6,240,1,3,5,5,1951.0,1818,1,0,0,3,0,7758,0,60.0,3,289,0,5,9,0,3,7,2,0,1,1,4,184,1,7,1040,0,1931,1950,1,12.040614105490253
1053,0,0,3,0,0,6,0,0,0,1,2,2,0,0,2,1,2,2,6,648,2,2,5,1,2003.0,1992,1,0,5,2,0,9375,4,75.0,3,309,0,7,21,45,4,8,2,0,1,3,4,0,1,9,1053,140,2003,2004,2,12.429220196836383
1047,0,0,3,0,0,6,0,0,1,1,2,2,0,0,3,0,0,1,6,273,1,3,1,5,1954.0,1047,0,2,2,3,0,10800,4,60.0,3,0,450,7,17,0,6,4,0,0,1,4,4,0,1,6,641,0,1885,1995,1,11.51293546492023
789,0,0,3,104,169,0,0,0,4,1,2,2,0,0,3,0,1,1,6,250,1,3,5,5,1948.0,789,0,0,2,3,0,6000,4,50.0,3,0,0,3,17,0,4,5,2,0,1,1,5,0,1,5,789,0,1948,1950,2,11.652696102959753
997,0,0,3,0,0,6,0,0,4,0,0,2,0,144,3,0,1,2,6,0,0,1,3,6,0.0,1517,0,4,0,1,0,8500,0,85.0,3,0,0,7,9,0,6,5,0,0,1,1,4,0,1,7,793,0,1919,2005,1,11.652696102959753
1844,0,0,3,705,0,1,0,0,2,1,2,2,0,0,5,1,1,2,6,546,2,2,5,1,1977.0,1844,0,0,2,3,0,11751,4,105.0,0,269,0,0,14,122,5,6,2,0,1,3,4,0,1,7,1844,0,1977,1977,4,12.154784614286667
1216,0,0,3,444,0,5,0,0,4,1,2,2,0,0,3,0,1,2,6,325,1,3,5,1,1954.0,1855,0,2,0,3,0,9525,4,75.0,3,0,0,9,7,0,3,6,2,0,1,1,4,0,1,7,994,182,1954,1972,0,11.827013315851762
774,0,0,3,250,0,2,0,0,2,1,2,2,0,0,5,1,2,2,6,400,2,0,5,3,2000.0,1430,1,0,7,3,0,7750,4,65.0,0,0,0,3,8,0,4,7,2,0,1,1,4,0,1,7,384,180,2000,2000,4,12.100717685412471
1282,0,0,0,984,0,2,1,0,0,1,2,2,0,0,2,1,2,2,6,792,3,0,5,3,2007.0,2696,1,0,5,0,0,9965,4,77.0,3,144,0,9,5,184,4,7,2,0,1,1,5,168,1,10,1264,120,2007,2007,1,12.85832230788469
2259,0,0,2,35,869,0,1,0,2,1,2,2,0,192,2,2,1,2,6,450,2,3,5,2,1953.0,2259,0,4,2,2,0,21000,0,74.0,3,122,0,9,6,120,4,6,2,0,1,3,0,0,1,7,1809,166,1953,1953,1,12.28765724080691
1436,0,0,3,774,150,0,1,0,4,1,2,2,0,0,5,1,1,2,6,180,1,3,5,5,1945.0,2320,1,0,5,2,1,7259,4,61.0,0,0,0,6,6,0,7,6,2,0,1,2,4,0,1,9,1028,224,1945,2002,1,12.466515835145202
729,0,4,3,419,0,2,0,0,2,1,2,2,0,0,1,1,2,2,6,440,2,3,5,5,1999.0,1458,1,2,5,3,0,3230,0,34.0,3,323,0,5,21,32,4,6,2,0,1,1,4,0,1,5,729,0,1999,1999,1,12.07824495582233
1092,0,0,3,170,670,3,0,1,4,1,2,2,0,144,4,1,1,1,6,288,1,3,5,1,1962.0,1092,0,4,2,3,0,11616,4,71.0,3,70,0,8,19,20,4,5,2,0,1,1,4,0,1,6,1092,0,1962,1962,3,11.842236406331555
1125,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,1,6,430,2,3,5,1,2007.0,1125,1,2,2,3,0,8536,0,74.0,3,0,0,3,7,64,4,5,2,0,1,1,5,0,1,5,1125,80,2006,2007,1,11.951186847493476
1699,0,0,2,1470,0,2,1,0,2,1,2,2,0,0,5,2,2,3,6,594,3,3,5,1,1990.0,3222,0,2,5,2,0,12376,0,90.0,3,0,0,4,20,0,4,7,2,0,1,3,4,0,1,11,1673,367,1990,1990,4,12.676079399771027
728,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,390,2,0,5,1,2005.0,1456,1,0,5,2,0,8461,4,65.0,3,0,0,6,5,24,4,6,2,0,1,1,5,0,1,8,728,0,2005,2006,0,12.0075668272517
988,130,0,1,938,0,0,1,0,4,1,2,2,0,0,5,2,1,1,6,540,2,3,5,1,1969.0,988,0,0,7,3,2,21453,1,80.0,0,0,0,9,4,130,4,6,2,0,3,0,4,0,1,4,938,0,1969,1969,0,12.100717685412471
772,0,0,3,0,0,6,0,0,4,1,2,2,0,140,3,0,2,1,6,264,1,3,5,5,1979.0,1123,0,2,0,3,0,6060,4,50.0,3,0,0,5,9,0,4,4,1,0,1,1,4,0,1,4,732,0,1939,1950,1,11.51293546492023
1080,0,0,3,570,0,1,0,0,4,1,2,2,0,0,3,0,1,1,6,288,1,3,5,1,1958.0,1080,0,2,2,3,0,9464,0,75.0,3,82,0,5,12,0,6,6,2,0,1,3,4,130,1,5,1080,0,1958,1958,2,11.820417517632333
1199,0,4,3,300,0,2,0,0,2,1,2,2,0,0,3,0,2,2,6,530,2,2,5,1,1993.0,1199,0,0,2,2,0,7892,4,55.0,3,0,0,2,20,63,4,6,2,0,1,1,4,0,1,5,1199,0,1993,1993,2,11.944064817531656
1586,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,1,2,6,435,2,3,5,1,1979.0,1586,0,4,2,3,0,17043,1,48.0,0,0,0,0,14,0,4,6,2,0,1,1,4,0,1,7,1362,192,1979,1998,3,12.10625783509458
520,0,1,0,490,0,2,1,0,4,0,2,2,0,0,3,0,1,1,6,0,0,1,3,6,0.0,754,0,2,0,3,0,6780,4,60.0,3,0,0,5,9,0,7,6,0,0,1,1,4,0,1,5,520,53,1935,1982,0,11.344518647594766
958,0,4,3,120,0,0,0,0,2,1,2,2,0,0,5,1,1,2,6,440,2,2,5,1,1977.0,958,0,4,2,3,0,4928,4,24.0,0,0,0,1,13,205,4,6,2,0,1,1,4,0,1,5,1078,0,1976,1976,1,11.759793355371237
840,0,0,3,116,0,3,0,0,4,1,1,2,0,0,5,1,0,1,6,0,0,1,3,6,0.0,840,0,0,1,3,0,4388,4,55.0,0,0,0,5,17,0,6,5,0,0,1,1,4,0,1,5,672,0,1930,1950,1,11.373674891823535
660,0,0,3,512,0,1,0,0,4,1,4,2,0,0,1,1,1,1,6,453,2,2,5,1,1966.0,1348,1,4,5,3,0,7590,4,69.0,3,175,0,6,12,108,4,6,2,0,1,1,4,0,1,6,660,188,1966,1966,0,11.951186847493476
1053,180,0,3,567,28,5,0,1,4,1,2,2,0,0,3,0,1,1,6,750,2,2,5,0,1998.0,1053,1,4,2,0,0,8973,4,69.0,3,45,0,6,12,80,6,5,2,0,1,1,0,0,1,6,1008,0,1958,1991,0,11.918397239722838
1216,0,0,3,445,0,5,0,0,4,1,2,2,0,0,2,2,1,2,6,487,2,0,5,1,1966.0,2157,1,0,5,2,0,14200,0,88.0,3,204,0,4,12,66,5,7,2,0,1,1,4,0,1,8,924,105,1966,1966,0,12.328294703023394
1022,0,0,3,695,0,2,1,0,2,1,2,2,0,0,5,1,2,2,6,390,2,2,5,3,2000.0,2054,1,0,5,2,0,12224,0,65.0,0,16,0,6,8,48,4,6,2,0,1,1,4,0,1,7,992,24,2000,2000,3,12.404927602627597
1327,0,0,3,405,0,5,1,0,4,1,2,2,0,0,3,0,1,1,6,624,2,3,5,5,1974.0,1327,0,2,2,2,0,7388,0,75.0,3,0,0,6,12,0,5,5,2,0,1,1,4,0,1,7,1063,0,1959,2002,1,11.923384748066601
1296,0,0,3,1005,0,2,1,0,0,1,2,2,0,0,3,0,2,2,6,471,2,0,5,1,2001.0,1296,0,0,2,2,0,6853,4,85.0,0,83,0,5,23,25,4,8,2,0,1,1,4,0,1,6,1267,192,2001,2002,3,12.301387370778713
1721,0,0,3,570,0,5,0,0,4,1,2,2,0,180,5,1,1,2,2,440,2,2,5,1,1968.0,1721,1,2,2,3,0,10335,4,78.0,0,0,0,6,19,96,5,5,2,0,1,1,4,0,1,7,1461,0,1968,1993,0,12.100717685412471
1682,0,0,3,0,0,6,0,0,4,1,2,2,0,0,2,1,2,2,6,530,2,3,5,1,1970.0,1682,0,2,2,3,0,10400,4,80.0,3,188,0,4,14,0,5,7,2,0,1,3,4,0,1,7,1304,98,1970,1970,2,12.066816325306588
1214,0,0,3,695,0,1,0,0,4,1,2,2,0,0,1,1,1,2,6,318,1,2,5,1,1967.0,1214,0,4,2,3,0,10355,0,73.0,0,128,0,6,12,111,4,5,2,0,1,1,4,0,1,5,1214,0,1967,1967,1,11.870606902224587
1959,0,2,3,0,0,6,0,0,4,1,2,2,0,0,3,0,1,3,6,766,3,3,5,0,1989.0,1959,0,2,2,3,0,11070,4,82.0,3,36,0,6,11,0,4,7,2,0,1,1,3,0,1,9,1907,0,1988,1989,0,12.049424683420915
1004,0,0,2,668,0,2,0,0,2,1,2,2,0,0,5,2,2,2,6,660,3,0,5,1,1999.0,1852,1,0,5,2,0,9066,4,73.0,0,209,0,11,5,106,4,8,2,0,1,1,4,0,1,7,1004,224,1999,2000,2,12.345838935721968
928,0,0,3,821,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,470,2,2,5,1,1997.0,1764,1,0,5,2,0,15426,4,65.0,0,0,0,7,5,99,4,6,2,0,1,1,4,0,1,7,928,276,1997,1997,3,12.352339472153524
864,0,0,3,432,0,0,0,0,4,1,2,2,0,0,4,1,1,1,6,0,0,1,3,6,0.0,864,0,4,2,3,0,10500,2,70.0,3,0,0,3,12,0,4,4,2,0,1,1,4,0,1,5,864,0,1971,1971,4,11.652696102959753
1734,0,0,0,1300,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,660,2,0,5,1,2005.0,1734,0,0,2,2,0,11645,4,78.0,3,0,0,0,5,24,4,7,2,0,1,1,4,0,1,7,1734,160,2005,2005,0,12.468440756144114
910,0,0,3,507,0,5,0,0,4,1,0,2,0,0,3,0,1,2,6,720,2,3,5,5,2000.0,1385,0,1,0,3,0,8520,0,71.0,3,0,0,5,12,0,3,5,2,0,1,1,4,0,1,6,910,0,1952,1952,4,12.019749091416921
1501,0,0,1,679,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,577,2,2,5,1,1999.0,1501,0,0,2,2,0,10335,4,78.0,0,121,0,5,5,29,4,7,2,0,1,1,4,0,1,6,1490,144,1999,1999,3,12.225880174775122
1728,0,2,3,1332,0,5,1,0,4,1,5,2,0,0,3,0,1,2,6,504,2,3,5,5,1963.0,1728,0,4,2,3,0,9100,4,70.0,3,214,0,10,19,0,4,5,2,0,1,1,0,0,1,10,1728,0,1963,1963,0,11.736077016252437
970,0,3,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,0,380,2,3,5,5,2004.0,1709,0,0,5,2,0,2522,4,24.0,3,23,0,3,7,40,4,6,2,0,1,1,4,0,1,7,970,0,2004,2006,0,11.775297421715827
875,0,0,3,209,0,1,1,0,4,1,2,2,0,0,3,0,0,1,6,180,1,3,1,5,1931.0,875,0,4,2,3,0,6120,0,51.0,3,0,0,10,3,0,6,5,2,0,1,1,4,0,1,5,715,48,1931,1993,3,11.561725152903833
884,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,434,2,0,5,3,2001.0,2035,1,0,5,2,0,9505,1,65.0,0,119,0,4,8,48,4,7,2,0,1,1,4,0,1,8,884,144,2001,2001,4,12.312686874960354
1080,0,0,3,680,0,2,1,0,2,1,2,2,0,0,3,0,2,1,6,0,0,1,3,6,0.0,1080,0,0,2,2,0,7500,4,63.0,3,73,0,3,20,0,4,7,2,0,1,1,4,0,1,6,1080,0,2004,2005,2,11.856522261533737
896,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,0,1,6,240,1,3,1,5,1936.0,1344,0,2,0,3,0,6240,4,52.0,3,0,0,3,3,114,3,5,2,0,1,1,4,0,1,7,896,200,1936,1950,0,11.652696102959753
969,0,0,0,716,0,1,0,0,4,1,2,2,0,0,3,0,1,1,6,440,2,3,5,1,1975.0,969,1,4,2,3,0,10356,0,120.0,3,0,0,0,5,0,5,5,2,0,1,1,4,0,1,5,969,0,1975,1975,1,11.711784520403112
1710,0,0,1,1400,0,2,1,0,0,1,2,2,0,0,2,1,2,2,6,866,3,2,5,1,2007.0,1710,0,0,2,2,0,13891,4,107.0,3,253,0,0,16,102,4,8,2,0,1,3,5,0,1,6,1710,0,2007,2008,2,12.827731880206521
1097,0,0,3,416,0,5,0,0,4,1,2,2,0,0,2,1,1,2,6,495,2,2,5,1,1971.0,1993,1,2,5,3,0,14803,1,80.0,0,165,0,5,14,66,4,6,2,0,1,1,4,0,1,8,825,0,1971,1971,0,12.154784614286667
1252,0,0,1,429,1080,1,1,0,2,1,2,2,0,0,2,1,1,1,6,564,2,2,5,1,1960.0,1252,0,2,2,3,0,13500,4,80.0,3,0,0,2,4,0,6,6,2,0,1,0,4,0,1,4,1602,409,1960,1975,2,12.367345048436391
1200,0,0,3,0,0,6,0,0,4,1,2,2,0,228,3,0,0,1,6,312,1,3,1,5,1923.0,1200,0,4,2,3,0,11340,0,84.0,3,0,0,2,17,0,4,6,2,0,1,1,3,0,1,7,1200,0,1923,1950,0,11.736077016252437
572,0,0,3,0,0,6,0,0,4,0,0,2,0,128,3,0,0,1,6,0,0,1,3,6,0.0,1096,0,1,0,3,0,9600,0,60.0,3,0,0,3,7,8,4,6,0,0,1,1,4,0,1,5,572,0,1924,1950,2,11.277215789596893
1040,0,0,4,0,0,4,0,0,3,1,2,2,0,0,3,0,1,1,6,625,2,3,5,5,1950.0,1040,0,4,2,3,0,7200,4,60.0,3,0,0,5,12,0,6,5,2,0,1,3,4,0,1,5,0,0,1950,1950,0,11.603688960617083
774,0,0,3,0,0,6,0,0,0,1,2,2,0,0,2,1,2,2,6,680,3,0,5,3,2009.0,1968,1,0,5,0,0,12003,0,92.0,3,44,0,4,23,75,4,8,2,0,1,1,5,0,1,8,774,0,2009,2010,4,12.504327379899443
991,0,0,3,222,0,2,0,0,2,1,2,2,0,0,2,1,2,2,6,678,2,2,5,1,2004.0,1947,1,0,5,2,0,12552,0,100.0,3,0,0,4,21,136,4,7,2,0,1,1,4,0,1,8,991,0,2004,2005,4,12.448630513463613
1392,168,0,2,57,0,2,1,0,2,1,2,2,0,0,2,1,2,2,6,576,2,2,5,1,2006.0,2462,1,0,5,2,0,19378,0,134.0,0,261,0,2,8,132,4,7,2,0,1,1,5,0,1,9,1392,239,2005,2006,0,12.676079399771027
1232,0,0,3,660,0,1,0,0,2,1,2,2,0,0,3,0,2,2,6,516,2,3,5,1,1984.0,1232,0,4,2,3,0,11120,1,68.0,0,0,0,5,24,0,5,6,2,0,1,1,4,0,1,6,1232,0,1984,1984,2,11.998439434579149
1572,0,0,0,1016,0,2,1,0,0,1,2,2,0,0,2,2,2,2,6,726,3,0,5,3,2003.0,2668,1,0,5,0,0,13688,4,110.0,0,301,0,2,16,0,4,9,2,0,1,1,4,0,1,10,1572,400,2003,2004,2,12.929993908996359
1541,0,0,2,1201,0,1,0,0,2,1,2,2,0,0,2,1,2,2,6,532,2,2,5,1,2005.0,1541,0,0,2,2,0,12182,0,95.0,3,148,0,4,16,70,4,7,2,0,1,1,5,0,1,7,1541,0,2005,2005,4,12.301387370778713
882,0,0,3,0,0,6,0,0,4,1,2,2,0,0,3,0,1,1,6,0,0,1,3,6,0.0,882,0,0,1,3,0,5500,4,55.0,3,0,0,3,17,0,5,4,2,0,1,1,4,0,1,4,882,0,1956,1956,1,11.544433821905134
1149,0,0,2,370,0,3,0,0,4,1,2,2,0,183,3,0,0,2,6,216,1,3,5,5,1926.0,1616,0,2,2,2,0,5400,0,40.0,3,0,0,9,17,0,6,6,2,0,1,1,4,0,1,5,1149,0,1926,2004,1,11.931642378754141
808,0,1,3,351,181,0,1,0,4,1,2,2,0,0,3,0,0,2,6,0,0,1,3,6,0.0,1355,0,2,0,3,0,10106,4,62.0,3,0,0,8,7,0,6,5,2,0,1,1,4,0,1,6,644,140,1940,1999,2,11.755879486687116
1867,0,0,3,379,768,3,1,0,4,1,2,2,0,0,2,3,1,1,6,303,1,0,5,1,1955.0,1867,0,0,2,3,0,10708,4,80.0,0,0,0,10,4,0,4,5,2,0,1,3,4,142,1,7,1617,476,1955,1993,3,12.154784614286667
1610,0,0,3,1288,0,2,1,0,0,1,2,2,0,0,2,1,2,1,6,789,3,0,5,1,2007.0,2161,1,0,5,0,0,10562,4,86.0,3,199,0,10,16,120,4,8,2,0,1,1,5,0,1,8,1582,178,2007,2007,1,12.693501691489768
840,0,0,3,0,0,6,0,0,2,1,2,2,0,0,2,1,2,2,6,440,2,0,5,1,2004.0,1720,1,0,5,2,0,8244,4,62.0,0,0,0,4,8,48,4,7,2,0,1,1,4,0,1,7,840,100,2004,2004,1,12.119975396053194
1707,0,0,3,0,0,6,0,0,2,1,2,2,0,0,5,1,1,2,6,511,2,2,5,1,1981.0,1707,1,4,2,3,0,16669,0,85.0,0,299,0,0,23,64,5,8,2,0,6,3,4,0,1,6,1686,574,1981,1981,0,12.337105293891872
854,0,0,3,360,0,5,0,0,4,1,1,2,0,0,3,0,1,1,6,660,2,3,5,5,1991.0,1382,1,4,0,3,0,12358,4,60.0,0,0,0,4,17,0,5,5,2,0,1,1,4,0,1,7,720,237,1941,1950,1,11.763691965388299
1656,0,0,1,639,0,1,1,0,4,1,2,2,0,0,2,2,1,1,6,528,2,0,5,1,1960.0,1656,0,1,2,3,0,31770,0,141.0,0,66,0,4,12,62,4,6,1,0,1,3,4,0,1,7,1080,210,1960,1960,4,12.278397958261774
1064,0,4,3,495,215,2,1,0,2,1,2,2,0,0,5,1,2,2,6,504,2,2,2,1,1987.0,1767,0,2,5,2,0,5306,4,44.0,0,0,0,5,22,35,6,7,2,0,1,1,4,0,1,5,1064,441,1987,1987,0,12.384223015005313
1362,0,0,3,288,374,0,1,0,4,1,2,2,0,0,5,1,1,1,6,504,2,3,5,1,1961.0,1362,1,4,2,3,0,10197,4,80.0,0,271,0,5,12,20,4,6,2,0,1,1,4,0,1,6,1362,0,1961,1961,2,12.001511614739405
1651,0,0,3,1398,208,0,1,0,2,1,2,2,0,0,5,1,1,2,3,616,2,0,5,1,1986.0,1651,0,4,2,3,0,12416,4,47.0,0,81,0,10,23,0,4,6,2,0,1,1,4,0,1,7,1606,192,1986,1986,2,12.122696471358964
2158,0,0,0,477,0,0,1,0,4,1,2,2,0,39,2,1,1,2,6,576,2,3,5,1,1950.0,2158,0,4,2,2,0,12615,0,84.0,3,0,0,5,7,29,6,6,2,0,1,1,4,0,1,7,1202,0,1950,2001,1,12.400820837540556
1164,0,0,3,831,0,2,0,1,2,1,2,2,0,0,5,1,2,2,6,521,2,3,5,1,1988.0,2060,1,4,5,3,0,10029,0,97.0,0,176,0,8,4,228,4,6,2,0,1,1,4,192,1,8,1151,0,1988,1989,1,12.259618151783465
1252,0,0,3,57,441,0,1,0,4,1,2,2,0,0,2,1,1,2,6,451,2,3,5,1,1958.0,1920,0,0,0,2,0,13650,4,71.0,3,0,0,6,19,0,4,5,2,0,1,1,4,0,1,8,1052,0,1958,1958,0,12.058158312538197
2234,0,0,3,1904,0,2,1,0,0,1,2,2,0,0,2,1,2,2,6,1166,3,0,5,1,2009.0,2234,0,0,2,0,0,17423,1,63.0,0,305,0,6,22,60,4,9,2,0,1,3,5,0,1,9,2216,0,2008,2009,3,13.126032637428713
968,0,0,3,0,0,6,0,0,4,1,2,2,0,184,3,0,1,1,6,480,2,3,1,5,1935.0,968,0,4,2,3,0,8520,4,60.0,3,0,0,6,17,0,5,5,0,0,1,1,4,0,1,5,968,0,1923,2006,1,11.51293546492023
769,0,3,3,436,0,2,0,0,2,1,2,2,0,0,5,1,2,2,6,440,2,3,5,5,2000.0,1525,1,0,5,2,0,2117,4,73.5,3,261,0,5,21,0,4,6,2,0,1,1,4,0,1,5,756,0,2000,2000,1,12.083910661257521
901,0,0,3,352,0,3,0,0,1,1,2,2,0,40,2,1,0,1,6,216,1,3,1,5,1920.0,1802,1,2,5,3,0,7588,4,54.0,3,0,0,6,6,0,5,7,2,0,1,1,4,0,1,9,793,0,1920,1950,0,12.206577518060588
1340,180,0,4,0,0,4,0,0,3,1,0,2,0,0,2,1,2,1,6,252,1,2,5,1,1957.0,1340,0,0,2,3,0,9060,4,60.0,3,55,0,5,7,0,5,5,2,0,1,3,4,0,1,7,0,116,1957,2006,1,11.695255355062795
1362,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,4,484,2,3,5,5,2003.0,2082,1,0,0,2,0,11426,4,63.0,3,0,0,5,17,238,4,7,0,0,1,1,4,0,1,6,1362,280,2003,2003,2,12.206077645517674
936,0,0,3,0,0,6,0,0,1,1,6,1,0,0,3,0,2,1,6,576,2,3,5,1,1986.0,1252,0,2,0,3,0,7438,4,92.0,0,0,0,5,3,0,7,5,2,0,1,1,4,0,1,5,504,104,1908,1991,0,11.751950239425476
1518,0,0,2,0,0,6,0,0,4,1,0,2,0,0,5,2,0,2,6,840,3,3,0,5,1993.0,3608,1,0,3,0,0,22950,4,90.0,1,0,0,5,17,260,8,10,2,0,7,1,4,410,1,12,1107,0,1892,1993,0,13.07107218827772
1217,0,0,0,611,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,497,2,3,5,1,1990.0,1217,0,0,7,2,0,9947,1,73.0,0,0,0,5,11,27,4,7,2,0,1,1,4,0,1,6,1188,168,1990,1991,3,12.06105265381003
808,140,0,3,0,0,6,0,0,1,1,2,2,0,0,3,0,1,2,3,180,1,3,1,5,1916.0,1656,1,0,0,3,0,10410,4,60.0,3,0,0,7,17,0,6,5,0,0,1,1,4,0,1,8,660,0,1916,1987,3,11.813037464800539
1224,0,2,0,1086,0,2,2,0,2,1,1,2,0,0,5,2,1,0,6,528,2,3,5,5,1979.0,1224,2,4,6,3,0,7018,4,64.0,3,180,0,5,20,0,4,5,2,0,1,1,2,0,1,6,1086,120,1979,1979,3,11.940399914116648
1593,0,4,0,1153,0,2,1,0,0,1,2,2,0,0,2,1,2,1,6,682,2,0,5,1,2001.0,1593,1,0,2,0,0,4923,4,41.0,3,0,0,7,22,120,4,8,2,0,1,1,4,224,1,5,1593,0,2001,2002,2,12.563750586299374
1549,0,0,3,297,0,5,0,0,2,1,2,2,0,0,5,2,1,2,0,440,2,3,5,5,1932.0,2727,1,4,5,2,1,10570,4,70.0,3,0,0,11,6,74,7,8,2,0,1,3,4,0,1,10,853,0,1932,1994,1,12.660331092405906
725,0,0,3,626,0,0,1,0,4,1,2,2,0,0,3,0,1,1,6,484,2,0,5,1,1972.0,1479,1,2,5,2,0,7472,1,73.0,0,85,0,5,12,32,8,7,2,0,1,1,4,0,1,7,725,0,1972,2004,1,12.122696471358964
1431,0,0,0,560,0,2,1,0,2,1,2,2,0,0,3,0,2,2,6,666,2,0,5,1,1999.0,1431,0,0,2,2,0,9017,4,68.0,0,0,0,8,5,35,4,7,2,0,1,1,4,0,1,6,1431,0,1999,1999,3,12.165255859329688
970,0,3,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,0,380,2,3,5,5,2004.0,1709,0,0,5,2,0,2522,4,24.0,3,23,0,4,7,40,4,7,2,0,1,1,4,0,1,7,970,0,2004,2004,0,11.775297421715827
864,0,0,0,390,0,0,0,0,4,1,2,2,0,0,3,0,1,1,6,352,1,3,5,5,1989.0,864,0,4,2,3,0,7180,4,60.0,0,0,0,4,5,0,6,5,2,0,1,3,4,0,1,5,864,0,1972,1972,2,11.751950239425476
855,0,3,3,566,0,0,0,0,2,1,2,2,0,0,5,1,1,2,6,440,2,3,5,1,1976.0,1456,1,4,5,3,0,2280,2,24.0,3,0,0,6,13,0,5,6,2,0,1,1,4,0,1,7,855,87,1976,1976,3,11.908346971208951
1726,0,0,3,1126,0,2,1,0,0,1,2,2,0,0,2,1,2,2,6,786,3,0,5,1,2007.0,1726,0,0,2,0,0,9416,4,79.0,3,133,0,8,21,138,4,7,2,0,1,3,5,266,1,8,1726,171,2007,2007,1,12.650351332641707
1360,0,0,3,1036,184,2,1,1,4,1,0,2,0,552,0,1,2,2,6,795,2,3,5,5,1918.0,3112,0,2,5,2,0,25419,0,174.0,3,0,0,2,12,16,3,8,2,512,1,1,0,0,1,8,1360,0,1918,1990,0,12.367345048436391
929,0,0,3,0,0,6,0,0,4,1,2,2,0,30,3,0,1,1,6,0,0,1,3,6,0.0,2229,0,0,3,3,0,5520,0,92.0,3,0,0,6,17,198,5,6,2,0,1,1,0,0,1,8,755,0,1912,1950,3,11.552155793461898
1713,0,0,0,1088,0,2,1,0,0,1,2,2,0,0,2,1,2,2,6,856,3,0,5,1,2004.0,1713,0,0,2,0,0,9591,4,76.0,3,173,0,0,16,26,4,8,2,0,1,3,4,170,1,7,1713,0,2004,2005,3,12.524166311833152
1121,0,0,3,0,0,6,0,0,2,1,2,2,0,0,3,0,2,2,6,440,2,2,5,1,2003.0,1121,0,0,2,3,0,8546,0,80.0,3,0,0,2,7,64,4,4,2,0,1,1,4,0,1,5,1121,132,2003,2004,4,11.849404844423074
1279,0,0,3,641,279,0,0,1,4,1,2,2,0,0,1,2,1,2,6,473,2,3,5,5,1980.0,1279,0,4,2,3,0,10125,4,75.0,3,0,0,1,11,83,5,6,2,0,1,1,4,0,1,6,1196,238,1977,1977,2,12.052344376474922
865,0,0,3,617,0,3,0,0,1,1,0,2,0,126,3,0,0,2,2,398,1,3,5,1,1924.0,1310,0,2,0,3,0,7000,0,50.0,3,0,0,4,17,0,5,6,2,0,1,1,4,0,1,6,617,0,1924,1950,0,11.626263078808801
848,0,4,0,662,0,2,1,0,2,1,2,2,0,0,2,1,2,1,6,420,2,2,5,1,2004.0,848,0,0,2,2,0,4438,4,70.0,3,133,0,0,5,0,4,6,2,0,1,1,4,0,1,3,848,149,2004,2004,2,11.91170829631447
720,0,0,3,312,0,3,0,0,4,1,2,2,0,0,3,0,1,1,6,240,1,3,5,5,1948.0,1284,1,4,0,3,0,3500,4,50.0,3,0,0,3,17,35,6,5,2,0,1,1,4,0,1,5,720,0,1947,1950,3,11.608244735642321
